year_id,year_id_url,player,player_id,player_url,school_name,school_name_url,summary,award_name,award_type,source_url,table_id
2015,https://www.sports-reference.com/cfb/years/2015.html,Derrick Henry *,derrick-henry-2,https://www.sports-reference.com/cfb/players/derrick-henry-2.html,Alabama,https://www.sports-reference.com/cfb/schools/alabama/2015.html,"395 Att, 2219 Yds, 5.6 Avg, 28 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
2014,https://www.sports-reference.com/cfb/years/2014.html,Marcus Mariota *,marcus-mariota-1,https://www.sports-reference.com/cfb/players/marcus-mariota-1.html,Oregon,https://www.sports-reference.com/cfb/schools/oregon/2014.html,"304 Cmp, 445 Att, 4454 Yds, 42 TD, 4 Int",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
2013,https://www.sports-reference.com/cfb/years/2013.html,Jameis Winston *,jameis-winston-1,https://www.sports-reference.com/cfb/players/jameis-winston-1.html,Florida State,https://www.sports-reference.com/cfb/schools/florida-state/2013.html,"257 Cmp, 384 Att, 4057 Yds, 40 TD, 10 Int",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
2012,https://www.sports-reference.com/cfb/years/2012.html,Manti Te'o *,manti-teo-1,https://www.sports-reference.com/cfb/players/manti-teo-1.html,Notre Dame,https://www.sports-reference.com/cfb/schools/notre-dame/2012.html,"55 Solo, 58 Ast, 1.5 Sk, 7 Int",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
2011,https://www.sports-reference.com/cfb/years/2011.html,Andrew Luck *,andrew-luck-1,https://www.sports-reference.com/cfb/players/andrew-luck-1.html,Stanford,https://www.sports-reference.com/cfb/schools/stanford/2011.html,"288 Cmp, 404 Att, 3517 Yds, 37 TD, 10 Int",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
2010,https://www.sports-reference.com/cfb/years/2010.html,Cam Newton *,cam-newton-1,https://www.sports-reference.com/cfb/players/cam-newton-1.html,Auburn,https://www.sports-reference.com/cfb/schools/auburn/2010.html,"185 Cmp, 280 Att, 2854 Yds, 30 TD, 7 Int",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
2009,https://www.sports-reference.com/cfb/years/2009.html,Colt McCoy *,colt-mccoy-1,https://www.sports-reference.com/cfb/players/colt-mccoy-1.html,Texas,https://www.sports-reference.com/cfb/schools/texas/2009.html,"332 Cmp, 470 Att, 3521 Yds, 27 TD, 12 Int",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
2008,https://www.sports-reference.com/cfb/years/2008.html,Colt McCoy *,colt-mccoy-1,https://www.sports-reference.com/cfb/players/colt-mccoy-1.html,Texas,https://www.sports-reference.com/cfb/schools/texas/2008.html,"332 Cmp, 433 Att, 3859 Yds, 34 TD, 8 Int",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
2007,https://www.sports-reference.com/cfb/years/2007.html,Darren McFadden *,darren-mcfadden-1,https://www.sports-reference.com/cfb/players/darren-mcfadden-1.html,Arkansas,https://www.sports-reference.com/cfb/schools/arkansas/2007.html,"325 Att, 1830 Yds, 5.6 Avg, 16 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
2006,https://www.sports-reference.com/cfb/years/2006.html,Troy Smith *,troy-smith-1,https://www.sports-reference.com/cfb/players/troy-smith-1.html,Ohio State,https://www.sports-reference.com/cfb/schools/ohio-state/2006.html,"203 Cmp, 311 Att, 2542 Yds, 30 TD, 6 Int",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
2005,https://www.sports-reference.com/cfb/years/2005.html,Reggie Bush *,reggie-bush-1,https://www.sports-reference.com/cfb/players/reggie-bush-1.html,USC,https://www.sports-reference.com/cfb/schools/southern-california/2005.html,"200 Att, 1740 Yds, 8.7 Avg, 16 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
2004,https://www.sports-reference.com/cfb/years/2004.html,Matt Leinart *,matt-leinart-1,https://www.sports-reference.com/cfb/players/matt-leinart-1.html,USC,https://www.sports-reference.com/cfb/schools/southern-california/2004.html,"269 Cmp, 412 Att, 3322 Yds, 33 TD, 6 Int",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
2003,https://www.sports-reference.com/cfb/years/2003.html,Larry Fitzgerald *,larry-fitzgerald-1,https://www.sports-reference.com/cfb/players/larry-fitzgerald-1.html,Pitt,https://www.sports-reference.com/cfb/schools/pittsburgh/2003.html,"92 Rec, 1672 Yds, 18.2 Avg, 22 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
2002,https://www.sports-reference.com/cfb/years/2002.html,Larry Johnson *,larry-johnson-1,https://www.sports-reference.com/cfb/players/larry-johnson-1.html,Penn State,https://www.sports-reference.com/cfb/schools/penn-state/2002.html,"271 Att, 2087 Yds, 7.7 Avg, 20 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
2001,https://www.sports-reference.com/cfb/years/2001.html,Eric Crouch,eric-crouch-1,https://www.sports-reference.com/cfb/players/eric-crouch-1.html,Nebraska,https://www.sports-reference.com/cfb/schools/nebraska/2001.html,"105 Cmp, 189 Att, 1510 Yds, 7 TD, 10 Int",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
2000,https://www.sports-reference.com/cfb/years/2000.html,Josh Heupel,josh-heupel-1,https://www.sports-reference.com/cfb/players/josh-heupel-1.html,Oklahoma,https://www.sports-reference.com/cfb/schools/oklahoma/2000.html,"280 Cmp, 433 Att, 3392 Yds, 20 TD, 14 Int",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1999,https://www.sports-reference.com/cfb/years/1999.html,Ron Dayne,ron-dayne-1,https://www.sports-reference.com/cfb/players/ron-dayne-1.html,Wisconsin,https://www.sports-reference.com/cfb/schools/wisconsin/1999.html,"303 Att, 1834 Yds, 6.1 Avg, 19 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1998,https://www.sports-reference.com/cfb/years/1998.html,Ricky Williams,ricky-williams-4,https://www.sports-reference.com/cfb/players/ricky-williams-4.html,Texas,https://www.sports-reference.com/cfb/schools/texas/1998.html,"361 Att, 2124 Yds, 5.9 Avg, 27 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1997,https://www.sports-reference.com/cfb/years/1997.html,Charles Woodson,charles-woodson-1,https://www.sports-reference.com/cfb/players/charles-woodson-1.html,Michigan,https://www.sports-reference.com/cfb/schools/michigan/1997.html,"7 Int, 7 Yds, 0 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1996,https://www.sports-reference.com/cfb/years/1996.html,Danny Wuerffel,danny-wuerffel-1,https://www.sports-reference.com/cfb/players/danny-wuerffel-1.html,Florida,https://www.sports-reference.com/cfb/schools/florida/1996.html,"207 Cmp, 360 Att, 3625 Yds, 39 TD, 13 Int",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1995,https://www.sports-reference.com/cfb/years/1995.html,Eddie George,eddie-george-1,https://www.sports-reference.com/cfb/players/eddie-george-1.html,Ohio State,https://www.sports-reference.com/cfb/schools/ohio-state/1995.html,"303 Att, 1826 Yds, 6.0 Avg, 23 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1994,https://www.sports-reference.com/cfb/years/1994.html,Rashaan Salaam,rashaan-salaam-1,https://www.sports-reference.com/cfb/players/rashaan-salaam-1.html,Colorado,https://www.sports-reference.com/cfb/schools/colorado/1994.html,"298 Att, 2055 Yds, 6.9 Avg, 24 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1993,https://www.sports-reference.com/cfb/years/1993.html,Charlie Ward,charlie-ward-1,https://www.sports-reference.com/cfb/players/charlie-ward-1.html,Florida State,https://www.sports-reference.com/cfb/schools/florida-state/1993.html,"264 Cmp, 380 Att, 3032 Yds, 27 TD, 4 Int",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1992,https://www.sports-reference.com/cfb/years/1992.html,Gino Torretta,gino-torretta-1,https://www.sports-reference.com/cfb/players/gino-torretta-1.html,Miami (FL),https://www.sports-reference.com/cfb/schools/miami-fl/1992.html,"228 Cmp, 402 Att, 3060 Yds, 19 TD, 7 Int",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1991,https://www.sports-reference.com/cfb/years/1991.html,Desmond Howard,desmond-howard-1,https://www.sports-reference.com/cfb/players/desmond-howard-1.html,Michigan,https://www.sports-reference.com/cfb/schools/michigan/1991.html,"61 Rec, 950 Yds, 15.6 Avg, 19 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1990,https://www.sports-reference.com/cfb/years/1990.html,Raghib Ismail,raghib-ismail-1,https://www.sports-reference.com/cfb/players/raghib-ismail-1.html,Notre Dame,https://www.sports-reference.com/cfb/schools/notre-dame/1990.html,"67 Att, 537 Yds, 8.0 Avg, 3 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1989,https://www.sports-reference.com/cfb/years/1989.html,Anthony Thompson,anthony-thompson-1,https://www.sports-reference.com/cfb/players/anthony-thompson-1.html,Indiana,https://www.sports-reference.com/cfb/schools/indiana/1989.html,"358 Att, 1793 Yds, 5.0 Avg, 24 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1988,https://www.sports-reference.com/cfb/years/1988.html,Barry Sanders,barry-sanders-1,https://www.sports-reference.com/cfb/players/barry-sanders-1.html,Oklahoma State,https://www.sports-reference.com/cfb/schools/oklahoma-state/1988.html,"344 Att, 2628 Yds, 7.6 Avg, 37 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1987,https://www.sports-reference.com/cfb/years/1987.html,Tim Brown,tim-brown-3,https://www.sports-reference.com/cfb/players/tim-brown-3.html,Notre Dame,https://www.sports-reference.com/cfb/schools/notre-dame/1987.html,"39 Rec, 846 Yds, 21.7 Avg, 3 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1986,https://www.sports-reference.com/cfb/years/1986.html,Vinny Testaverde,vinny-testaverde-1,https://www.sports-reference.com/cfb/players/vinny-testaverde-1.html,Miami (FL),https://www.sports-reference.com/cfb/schools/miami-fl/1986.html,"175 Cmp, 276 Att, 2557 Yds, 26 TD, 9 Int",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1985,https://www.sports-reference.com/cfb/years/1985.html,Bo Jackson,bo-jackson-1,https://www.sports-reference.com/cfb/players/bo-jackson-1.html,Auburn,https://www.sports-reference.com/cfb/schools/auburn/1985.html,"278 Att, 1786 Yds, 6.4 Avg, 17 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1984,https://www.sports-reference.com/cfb/years/1984.html,Doug Flutie,doug-flutie-1,https://www.sports-reference.com/cfb/players/doug-flutie-1.html,Boston College,https://www.sports-reference.com/cfb/schools/boston-college/1984.html,"233 Cmp, 386 Att, 3454 Yds, 27 TD, 11 Int",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1983,https://www.sports-reference.com/cfb/years/1983.html,Mike Rozier,mike-rozier-1,https://www.sports-reference.com/cfb/players/mike-rozier-1.html,Nebraska,https://www.sports-reference.com/cfb/schools/nebraska/1983.html,"275 Att, 2148 Yds, 7.8 Avg, 29 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1982,https://www.sports-reference.com/cfb/years/1982.html,Herschel Walker,herschel-walker-1,https://www.sports-reference.com/cfb/players/herschel-walker-1.html,Georgia,https://www.sports-reference.com/cfb/schools/georgia/1982.html,"335 Att, 1752 Yds, 5.2 Avg, 16 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1981,https://www.sports-reference.com/cfb/years/1981.html,Marcus Allen,marcus-allen-3,https://www.sports-reference.com/cfb/players/marcus-allen-3.html,USC,https://www.sports-reference.com/cfb/schools/southern-california/1981.html,"403 Att, 2342 Yds, 5.8 Avg, 22 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1980,https://www.sports-reference.com/cfb/years/1980.html,Hugh Green,hugh-green-1,https://www.sports-reference.com/cfb/players/hugh-green-1.html,Pitt,https://www.sports-reference.com/cfb/schools/pittsburgh/1980.html,,Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1979,https://www.sports-reference.com/cfb/years/1979.html,Charles White,charles-white-1,https://www.sports-reference.com/cfb/players/charles-white-1.html,USC,https://www.sports-reference.com/cfb/schools/southern-california/1979.html,"293 Att, 1803 Yds, 6.2 Avg, 18 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1978,https://www.sports-reference.com/cfb/years/1978.html,Billy Sims,billy-sims-1,https://www.sports-reference.com/cfb/players/billy-sims-1.html,Oklahoma,https://www.sports-reference.com/cfb/schools/oklahoma/1978.html,"231 Att, 1762 Yds, 7.6 Avg, 20 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1977,https://www.sports-reference.com/cfb/years/1977.html,Ken MacAfee,ken-macafee-1,https://www.sports-reference.com/cfb/players/ken-macafee-1.html,Notre Dame,https://www.sports-reference.com/cfb/schools/notre-dame/1977.html,"54 Rec, 797 Yds, 14.8 Avg, 6 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1976,https://www.sports-reference.com/cfb/years/1976.html,Tony Dorsett,tony-dorsett-1,https://www.sports-reference.com/cfb/players/tony-dorsett-1.html,Pitt,https://www.sports-reference.com/cfb/schools/pittsburgh/1976.html,"338 Att, 1948 Yds, 5.8 Avg, 21 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1975,https://www.sports-reference.com/cfb/years/1975.html,Archie Griffin,archie-griffin-1,https://www.sports-reference.com/cfb/players/archie-griffin-1.html,Ohio State,https://www.sports-reference.com/cfb/schools/ohio-state/1975.html,"245 Att, 1357 Yds, 5.5 Avg, 4 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1974,https://www.sports-reference.com/cfb/years/1974.html,Archie Griffin,archie-griffin-1,https://www.sports-reference.com/cfb/players/archie-griffin-1.html,Ohio State,https://www.sports-reference.com/cfb/schools/ohio-state/1974.html,"236 Att, 1620 Yds, 6.9 Avg, 12 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1973,https://www.sports-reference.com/cfb/years/1973.html,John Cappelletti,john-cappelletti-1,https://www.sports-reference.com/cfb/players/john-cappelletti-1.html,Penn State,https://www.sports-reference.com/cfb/schools/penn-state/1973.html,"286 Att, 1522 Yds, 5.3 Avg, 17 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1972,https://www.sports-reference.com/cfb/years/1972.html,Johnny Rodgers,johnny-rodgers-1,https://www.sports-reference.com/cfb/players/johnny-rodgers-1.html,Nebraska,https://www.sports-reference.com/cfb/schools/nebraska/1972.html,"58 Att, 267 Yds, 4.6 Avg, 7 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1971,https://www.sports-reference.com/cfb/years/1971.html,Pat Sullivan,pat-sullivan-1,https://www.sports-reference.com/cfb/players/pat-sullivan-1.html,Auburn,https://www.sports-reference.com/cfb/schools/auburn/1971.html,"162 Cmp, 281 Att, 2012 Yds, 20 TD, 11 Int",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1970,https://www.sports-reference.com/cfb/years/1970.html,Jim Plunkett,jim-plunkett-1,https://www.sports-reference.com/cfb/players/jim-plunkett-1.html,Stanford,https://www.sports-reference.com/cfb/schools/stanford/1970.html,"191 Cmp, 358 Att, 2715 Yds, 18 TD, 18 Int",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1969,https://www.sports-reference.com/cfb/years/1969.html,Steve Owens,steve-owens-1,https://www.sports-reference.com/cfb/players/steve-owens-1.html,Oklahoma,https://www.sports-reference.com/cfb/schools/oklahoma/1969.html,"358 Att, 1523 Yds, 4.3 Avg, 23 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1968,https://www.sports-reference.com/cfb/years/1968.html,O.J. Simpson,oj-simpson-1,https://www.sports-reference.com/cfb/players/oj-simpson-1.html,USC,https://www.sports-reference.com/cfb/schools/southern-california/1968.html,"355 Att, 1709 Yds, 4.8 Avg, 22 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
1967,https://www.sports-reference.com/cfb/years/1967.html,O.J. Simpson,oj-simpson-1,https://www.sports-reference.com/cfb/players/oj-simpson-1.html,USC,https://www.sports-reference.com/cfb/schools/southern-california/1967.html,"266 Att, 1415 Yds, 5.3 Avg, 11 TD",Walter Camp Player of the Year Award Winners,Most Outstanding Player,https://www.sports-reference.com/cfb/awards/camp-poy.html#all_camp-poy,camp-poy
